,Equipo,Tabla,n_sim,Posición
29751,Curicó Unido,Ponderada,827,16
29752,Colo-Colo,Absoluta,827,16
29753,Colo-Colo,Ponderada,827,7
29754,Unión La Calera,Absoluta,827,2
29755,Unión La Calera,Ponderada,827,2
29756,Universidad de Concepción,Absoluta,827,13
29757,Universidad de Concepción,Ponderada,827,18
29758,Palestino,Absoluta,827,8
29759,Palestino,Ponderada,827,5
29760,Universidad de Chile,Absoluta,827,4
29761,Universidad de Chile,Ponderada,827,10
29762,Cobresal,Absoluta,827,12
29763,Cobresal,Ponderada,827,13
29764,Universidad Católica,Absoluta,827,1
29765,Universidad Católica,Ponderada,827,1
29766,Iquique,Absoluta,827,17
29767,Iquique,Ponderada,827,17
29768,La Serena,Absoluta,827,15
29769,La Serena,Ponderada,827,11
29770,Coquimbo Unido,Absoluta,827,18
29771,Coquimbo Unido,Ponderada,827,12
29772,Everton,Absoluta,828,11
29773,Everton,Ponderada,828,14
29774,O'Higgins,Absoluta,828,10
29775,O'Higgins,Ponderada,828,8
29776,Antofagasta,Absoluta,828,7
29777,Antofagasta,Ponderada,828,13
29778,Audax Italiano,Absoluta,828,15
29779,Audax Italiano,Ponderada,828,10
29780,Santiago Wanderers,Absoluta,828,8
29781,Santiago Wanderers,Ponderada,828,6
29782,Huachipato,Absoluta,828,5
29783,Huachipato,Ponderada,828,7
29784,Unión Española,Absoluta,828,3
29785,Unión Española,Ponderada,828,4
29786,Curicó Unido,Absoluta,828,9
29787,Curicó Unido,Ponderada,828,15
29788,Colo-Colo,Absoluta,828,12
29789,Colo-Colo,Ponderada,828,5
29790,Unión La Calera,Absoluta,828,2
29791,Unión La Calera,Ponderada,828,2
29792,Universidad de Concepción,Absoluta,828,13
29793,Universidad de Concepción,Ponderada,828,17
29794,Palestino,Absoluta,828,4
29795,Palestino,Ponderada,828,3
29796,Universidad de Chile,Absoluta,828,6
29797,Universidad de Chile,Ponderada,828,16
29798,Cobresal,Absoluta,828,14
29799,Cobresal,Ponderada,828,11
29800,Universidad Católica,Absoluta,828,1
29801,Universidad Católica,Ponderada,828,1
29802,Iquique,Absoluta,828,18
29803,Iquique,Ponderada,828,18
29804,La Serena,Absoluta,828,16
29805,La Serena,Ponderada,828,12
29806,Coquimbo Unido,Absoluta,828,17
29807,Coquimbo Unido,Ponderada,828,9
29808,Everton,Absoluta,829,11
29809,Everton,Ponderada,829,15
29810,O'Higgins,Absoluta,829,7
29811,O'Higgins,Ponderada,829,6
29812,Antofagasta,Absoluta,829,8
29813,Antofagasta,Ponderada,829,16
29814,Audax Italiano,Absoluta,829,15
29815,Audax Italiano,Ponderada,829,12
29816,Santiago Wanderers,Absoluta,829,12
29817,Santiago Wanderers,Ponderada,829,9
29818,Huachipato,Absoluta,829,9
29819,Huachipato,Ponderada,829,7
29820,Unión Española,Absoluta,829,3
29821,Unión Española,Ponderada,829,4
29822,Curicó Unido,Absoluta,829,5
29823,Curicó Unido,Ponderada,829,10
29824,Colo-Colo,Absoluta,829,16
29825,Colo-Colo,Ponderada,829,5
29826,Unión La Calera,Absoluta,829,2
29827,Unión La Calera,Ponderada,829,2
29828,Universidad de Concepción,Absoluta,829,13
29829,Universidad de Concepción,Ponderada,829,18
29830,Palestino,Absoluta,829,4
29831,Palestino,Ponderada,829,3
29832,Universidad de Chile,Absoluta,829,6
29833,Universidad de Chile,Ponderada,829,14
29834,Cobresal,Absoluta,829,10
29835,Cobresal,Ponderada,829,8
29836,Universidad Católica,Absoluta,829,1
29837,Universidad Católica,Ponderada,829,1
29838,Iquique,Absoluta,829,17
29839,Iquique,Ponderada,829,17
29840,La Serena,Absoluta,829,14
29841,La Serena,Ponderada,829,13
29842,Coquimbo Unido,Absoluta,829,18
29843,Coquimbo Unido,Ponderada,829,11
29844,Everton,Absoluta,830,8
29845,Everton,Ponderada,830,15
29846,O'Higgins,Absoluta,830,13
29847,O'Higgins,Ponderada,830,9
29848,Antofagasta,Absoluta,830,5
29849,Antofagasta,Ponderada,830,14
29850,Audax Italiano,Absoluta,830,10
29851,Audax Italiano,Ponderada,830,8
29852,Santiago Wanderers,Absoluta,830,9
29853,Santiago Wanderers,Ponderada,830,6
29854,Huachipato,Absoluta,830,7
29855,Huachipato,Ponderada,830,7
29856,Unión Española,Absoluta,830,3
29857,Unión Española,Ponderada,830,3
29858,Curicó Unido,Absoluta,830,6
29859,Curicó Unido,Ponderada,830,13
29860,Colo-Colo,Absoluta,830,17
29861,Colo-Colo,Ponderada,830,5
29862,Unión La Calera,Absoluta,830,2
29863,Unión La Calera,Ponderada,830,2
29864,Universidad de Concepción,Absoluta,830,14
29865,Universidad de Concepción,Ponderada,830,18
29866,Palestino,Absoluta,830,4
29867,Palestino,Ponderada,830,4
29868,Universidad de Chile,Absoluta,830,11
29869,Universidad de Chile,Ponderada,830,16
29870,Cobresal,Absoluta,830,12
29871,Cobresal,Ponderada,830,11
29872,Universidad Católica,Absoluta,830,1
29873,Universidad Católica,Ponderada,830,1
29874,Iquique,Absoluta,830,16
29875,Iquique,Ponderada,830,17
29876,La Serena,Absoluta,830,15
29877,La Serena,Ponderada,830,12
29878,Coquimbo Unido,Absoluta,830,18
29879,Coquimbo Unido,Ponderada,830,10
29880,Everton,Absoluta,831,12
29881,Everton,Ponderada,831,16
29882,O'Higgins,Absoluta,831,9
29883,O'Higgins,Ponderada,831,7
29884,Antofagasta,Absoluta,831,8
29885,Antofagasta,Ponderada,831,15
29886,Audax Italiano,Absoluta,831,16
29887,Audax Italiano,Ponderada,831,13
29888,Santiago Wanderers,Absoluta,831,14
29889,Santiago Wanderers,Ponderada,831,10
29890,Huachipato,Absoluta,831,7
29891,Huachipato,Ponderada,831,6
29892,Unión Española,Absoluta,831,3
29893,Unión Española,Ponderada,831,3
29894,Curicó Unido,Absoluta,831,5
29895,Curicó Unido,Ponderada,831,11
29896,Colo-Colo,Absoluta,831,18
29897,Colo-Colo,Ponderada,831,5
29898,Unión La Calera,Absoluta,831,2
29899,Unión La Calera,Ponderada,831,2
29900,Universidad de Concepción,Absoluta,831,10
29901,Universidad de Concepción,Ponderada,831,17
29902,Palestino,Absoluta,831,6
29903,Palestino,Ponderada,831,4
29904,Universidad de Chile,Absoluta,831,4
29905,Universidad de Chile,Ponderada,831,14
29906,Cobresal,Absoluta,831,11
29907,Cobresal,Ponderada,831,12
29908,Universidad Católica,Absoluta,831,1
29909,Universidad Católica,Ponderada,831,1
29910,Iquique,Absoluta,831,17
29911,Iquique,Ponderada,831,18
29912,La Serena,Absoluta,831,13
29913,La Serena,Ponderada,831,9
29914,Coquimbo Unido,Absoluta,831,15
29915,Coquimbo Unido,Ponderada,831,8
29916,Everton,Absoluta,832,11
29917,Everton,Ponderada,832,14
29918,O'Higgins,Absoluta,832,10
29919,O'Higgins,Ponderada,832,7
29920,Antofagasta,Absoluta,832,6
29921,Antofagasta,Ponderada,832,15
29922,Audax Italiano,Absoluta,832,16
29923,Audax Italiano,Ponderada,832,11
29924,Santiago Wanderers,Absoluta,832,13
29925,Santiago Wanderers,Ponderada,832,8
29926,Huachipato,Absoluta,832,4
29927,Huachipato,Ponderada,832,6
29928,Unión Española,Absoluta,832,3
29929,Unión Española,Ponderada,832,3
29930,Curicó Unido,Absoluta,832,7
29931,Curicó Unido,Ponderada,832,12
29932,Colo-Colo,Absoluta,832,14
29933,Colo-Colo,Ponderada,832,5
29934,Unión La Calera,Absoluta,832,2
29935,Unión La Calera,Ponderada,832,2
29936,Universidad de Concepción,Absoluta,832,8
29937,Universidad de Concepción,Ponderada,832,17
29938,Palestino,Absoluta,832,9
29939,Palestino,Ponderada,832,4
29940,Universidad de Chile,Absoluta,832,5
29941,Universidad de Chile,Ponderada,832,16
29942,Cobresal,Absoluta,832,12
29943,Cobresal,Ponderada,832,10
29944,Universidad Católica,Absoluta,832,1
29945,Universidad Católica,Ponderada,832,1
29946,Iquique,Absoluta,832,17
29947,Iquique,Ponderada,832,18
29948,La Serena,Absoluta,832,15
29949,La Serena,Ponderada,832,13
29950,Coquimbo Unido,Absoluta,832,18
29951,Coquimbo Unido,Ponderada,832,9
29952,Everton,Absoluta,833,12
29953,Everton,Ponderada,833,15
29954,O'Higgins,Absoluta,833,8
29955,O'Higgins,Ponderada,833,8
29956,Antofagasta,Absoluta,833,6
29957,Antofagasta,Ponderada,833,13
29958,Audax Italiano,Absoluta,833,14
29959,Audax Italiano,Ponderada,833,11
29960,Santiago Wanderers,Absoluta,833,9
29961,Santiago Wanderers,Ponderada,833,7
29962,Huachipato,Absoluta,833,4
29963,Huachipato,Ponderada,833,5
29964,Unión Española,Absoluta,833,3
29965,Unión Española,Ponderada,833,3
29966,Curicó Unido,Absoluta,833,10
29967,Curicó Unido,Ponderada,833,14
29968,Colo-Colo,Absoluta,833,15
29969,Colo-Colo,Ponderada,833,6
29970,Unión La Calera,Absoluta,833,2
29971,Unión La Calera,Ponderada,833,2
29972,Universidad de Concepción,Absoluta,833,17
29973,Universidad de Concepción,Ponderada,833,18
29974,Palestino,Absoluta,833,5
29975,Palestino,Ponderada,833,4
29976,Universidad de Chile,Absoluta,833,7
29977,Universidad de Chile,Ponderada,833,16
29978,Cobresal,Absoluta,833,11
29979,Cobresal,Ponderada,833,12
29980,Universidad Católica,Absoluta,833,1
29981,Universidad Católica,Ponderada,833,1
29982,Iquique,Absoluta,833,18
29983,Iquique,Ponderada,833,17
29984,La Serena,Absoluta,833,13
29985,La Serena,Ponderada,833,10
29986,Coquimbo Unido,Absoluta,833,16
29987,Coquimbo Unido,Ponderada,833,9
29988,Everton,Absoluta,834,10
29989,Everton,Ponderada,834,14
29990,O'Higgins,Absoluta,834,8
29991,O'Higgins,Ponderada,834,7
29992,Antofagasta,Absoluta,834,9
29993,Antofagasta,Ponderada,834,15
29994,Audax Italiano,Absoluta,834,12
29995,Audax Italiano,Ponderada,834,9
29996,Santiago Wanderers,Absoluta,834,11
29997,Santiago Wanderers,Ponderada,834,8
29998,Huachipato,Absoluta,834,5
29999,Huachipato,Ponderada,834,6
30000,Unión Española,Absoluta,834,3
30001,Unión Española,Ponderada,834,3
30002,Curicó Unido,Absoluta,834,7
30003,Curicó Unido,Ponderada,834,13
30004,Colo-Colo,Absoluta,834,14
30005,Colo-Colo,Ponderada,834,5
30006,Unión La Calera,Absoluta,834,2
30007,Unión La Calera,Ponderada,834,2
30008,Universidad de Concepción,Absoluta,834,16
30009,Universidad de Concepción,Ponderada,834,18
30010,Palestino,Absoluta,834,6
30011,Palestino,Ponderada,834,4
30012,Universidad de Chile,Absoluta,834,4
30013,Universidad de Chile,Ponderada,834,12
30014,Cobresal,Absoluta,834,13
30015,Cobresal,Ponderada,834,11
30016,Universidad Católica,Absoluta,834,1
30017,Universidad Católica,Ponderada,834,1
30018,Iquique,Absoluta,834,15
30019,Iquique,Ponderada,834,17
30020,La Serena,Absoluta,834,18
30021,La Serena,Ponderada,834,16
30022,Coquimbo Unido,Absoluta,834,17
30023,Coquimbo Unido,Ponderada,834,10
30024,Everton,Absoluta,835,7
30025,Everton,Ponderada,835,15
30026,O'Higgins,Absoluta,835,13
30027,O'Higgins,Ponderada,835,8
30028,Antofagasta,Absoluta,835,6
30029,Antofagasta,Ponderada,835,13
30030,Audax Italiano,Absoluta,835,16
30031,Audax Italiano,Ponderada,835,14
30032,Santiago Wanderers,Absoluta,835,15
30033,Santiago Wanderers,Ponderada,835,12
30034,Huachipato,Absoluta,835,8
30035,Huachipato,Ponderada,835,7
30036,Unión Española,Absoluta,835,3
30037,Unión Española,Ponderada,835,4
30038,Curicó Unido,Absoluta,835,5
30039,Curicó Unido,Ponderada,835,10
30040,Colo-Colo,Absoluta,835,17
30041,Colo-Colo,Ponderada,835,5
30042,Unión La Calera,Absoluta,835,1
30043,Unión La Calera,Ponderada,835,2
30044,Universidad de Concepción,Absoluta,835,14
30045,Universidad de Concepción,Ponderada,835,18
30046,Palestino,Absoluta,835,4
30047,Palestino,Ponderada,835,3
30048,Universidad de Chile,Absoluta,835,10
30049,Universidad de Chile,Ponderada,835,17
30050,Cobresal,Absoluta,835,9
30051,Cobresal,Ponderada,835,9
30052,Universidad Católica,Absoluta,835,2
30053,Universidad Católica,Ponderada,835,1
30054,Iquique,Absoluta,835,12
30055,Iquique,Ponderada,835,16
30056,La Serena,Absoluta,835,11
30057,La Serena,Ponderada,835,6
30058,Coquimbo Unido,Absoluta,835,18
30059,Coquimbo Unido,Ponderada,835,11
30060,Everton,Absoluta,836,11
30061,Everton,Ponderada,836,15
30062,O'Higgins,Absoluta,836,7
30063,O'Higgins,Ponderada,836,6
30064,Antofagasta,Absoluta,836,6
30065,Antofagasta,Ponderada,836,14
30066,Audax Italiano,Absoluta,836,14
30067,Audax Italiano,Ponderada,836,10
30068,Santiago Wanderers,Absoluta,836,13
30069,Santiago Wanderers,Ponderada,836,9
30070,Huachipato,Absoluta,836,8
30071,Huachipato,Ponderada,836,7
30072,Unión Española,Absoluta,836,3
30073,Unión Española,Ponderada,836,3
30074,Curicó Unido,Absoluta,836,5
30075,Curicó Unido,Ponderada,836,12
30076,Colo-Colo,Absoluta,836,17
30077,Colo-Colo,Ponderada,836,5
30078,Unión La Calera,Absoluta,836,2
30079,Unión La Calera,Ponderada,836,2
30080,Universidad de Concepción,Absoluta,836,15
30081,Universidad de Concepción,Ponderada,836,18
30082,Palestino,Absoluta,836,4
30083,Palestino,Ponderada,836,4
30084,Universidad de Chile,Absoluta,836,9
30085,Universidad de Chile,Ponderada,836,16
30086,Cobresal,Absoluta,836,10
30087,Cobresal,Ponderada,836,11
30088,Universidad Católica,Absoluta,836,1
30089,Universidad Católica,Ponderada,836,1
30090,Iquique,Absoluta,836,16
30091,Iquique,Ponderada,836,17
30092,La Serena,Absoluta,836,12
30093,La Serena,Ponderada,836,8
30094,Coquimbo Unido,Absoluta,836,18
30095,Coquimbo Unido,Ponderada,836,13
30096,Everton,Absoluta,837,13
30097,Everton,Ponderada,837,16
30098,O'Higgins,Absoluta,837,7
30099,O'Higgins,Ponderada,837,7
30100,Antofagasta,Absoluta,837,5
30101,Antofagasta,Ponderada,837,12
30102,Audax Italiano,Absoluta,837,14
30103,Audax Italiano,Ponderada,837,11
30104,Santiago Wanderers,Absoluta,837,10
30105,Santiago Wanderers,Ponderada,837,5
30106,Huachipato,Absoluta,837,8
30107,Huachipato,Ponderada,837,8
30108,Unión Española,Absoluta,837,3
30109,Unión Española,Ponderada,837,4
30110,Curicó Unido,Absoluta,837,9
30111,Curicó Unido,Ponderada,837,13
30112,Colo-Colo,Absoluta,837,15
30113,Colo-Colo,Ponderada,837,6
30114,Unión La Calera,Absoluta,837,2
30115,Unión La Calera,Ponderada,837,2
30116,Universidad de Concepción,Absoluta,837,12
30117,Universidad de Concepción,Ponderada,837,17
30118,Palestino,Absoluta,837,4
30119,Palestino,Ponderada,837,3
30120,Universidad de Chile,Absoluta,837,6
30121,Universidad de Chile,Ponderada,837,15
30122,Cobresal,Absoluta,837,16
30123,Cobresal,Ponderada,837,14
30124,Universidad Católica,Absoluta,837,1
30125,Universidad Católica,Ponderada,837,1
30126,Iquique,Absoluta,837,18
30127,Iquique,Ponderada,837,18
30128,La Serena,Absoluta,837,11
30129,La Serena,Ponderada,837,9
30130,Coquimbo Unido,Absoluta,837,17
30131,Coquimbo Unido,Ponderada,837,10
30132,Everton,Absoluta,838,13
30133,Everton,Ponderada,838,16
30134,O'Higgins,Absoluta,838,12
30135,O'Higgins,Ponderada,838,8
30136,Antofagasta,Absoluta,838,7
30137,Antofagasta,Ponderada,838,14
30138,Audax Italiano,Absoluta,838,14
30139,Audax Italiano,Ponderada,838,10
30140,Santiago Wanderers,Absoluta,838,8
30141,Santiago Wanderers,Ponderada,838,6
30142,Huachipato,Absoluta,838,6
30143,Huachipato,Ponderada,838,7
30144,Unión Española,Absoluta,838,3
30145,Unión Española,Ponderada,838,3
30146,Curicó Unido,Absoluta,838,10
30147,Curicó Unido,Ponderada,838,15
30148,Colo-Colo,Absoluta,838,11
30149,Colo-Colo,Ponderada,838,5
30150,Unión La Calera,Absoluta,838,2
30151,Unión La Calera,Ponderada,838,2
30152,Universidad de Concepción,Absoluta,838,15
30153,Universidad de Concepción,Ponderada,838,17
30154,Palestino,Absoluta,838,5
30155,Palestino,Ponderada,838,4
30156,Universidad de Chile,Absoluta,838,4
30157,Universidad de Chile,Ponderada,838,13
30158,Cobresal,Absoluta,838,9
30159,Cobresal,Ponderada,838,11
30160,Universidad Católica,Absoluta,838,1
30161,Universidad Católica,Ponderada,838,1
30162,Iquique,Absoluta,838,18
30163,Iquique,Ponderada,838,18
30164,La Serena,Absoluta,838,16
30165,La Serena,Ponderada,838,12
30166,Coquimbo Unido,Absoluta,838,17
30167,Coquimbo Unido,Ponderada,838,9
30168,Everton,Absoluta,839,9
30169,Everton,Ponderada,839,13
30170,O'Higgins,Absoluta,839,11
30171,O'Higgins,Ponderada,839,8
30172,Antofagasta,Absoluta,839,7
30173,Antofagasta,Ponderada,839,11
30174,Audax Italiano,Absoluta,839,12
30175,Audax Italiano,Ponderada,839,9
30176,Santiago Wanderers,Absoluta,839,5
30177,Santiago Wanderers,Ponderada,839,4
30178,Huachipato,Absoluta,839,4
30179,Huachipato,Ponderada,839,6
30180,Unión Española,Absoluta,839,3
30181,Unión Española,Ponderada,839,3
30182,Curicó Unido,Absoluta,839,8
30183,Curicó Unido,Ponderada,839,12
30184,Colo-Colo,Absoluta,839,14
30185,Colo-Colo,Ponderada,839,7
30186,Unión La Calera,Absoluta,839,2
30187,Unión La Calera,Ponderada,839,2
30188,Universidad de Concepción,Absoluta,839,13
30189,Universidad de Concepción,Ponderada,839,18
30190,Palestino,Absoluta,839,6
30191,Palestino,Ponderada,839,5
30192,Universidad de Chile,Absoluta,839,10
30193,Universidad de Chile,Ponderada,839,16
30194,Cobresal,Absoluta,839,15
30195,Cobresal,Ponderada,839,15
30196,Universidad Católica,Absoluta,839,1
30197,Universidad Católica,Ponderada,839,1
30198,Iquique,Absoluta,839,17
30199,Iquique,Ponderada,839,17
30200,La Serena,Absoluta,839,16
30201,La Serena,Ponderada,839,14
30202,Coquimbo Unido,Absoluta,839,18
30203,Coquimbo Unido,Ponderada,839,10
30204,Everton,Absoluta,840,10
30205,Everton,Ponderada,840,14
30206,O'Higgins,Absoluta,840,5
30207,O'Higgins,Ponderada,840,5
30208,Antofagasta,Absoluta,840,9
30209,Antofagasta,Ponderada,840,16
30210,Audax Italiano,Absoluta,840,18
30211,Audax Italiano,Ponderada,840,12
30212,Santiago Wanderers,Absoluta,840,12
30213,Santiago Wanderers,Ponderada,840,10
30214,Huachipato,Absoluta,840,8
30215,Huachipato,Ponderada,840,7
30216,Unión Española,Absoluta,840,3
30217,Unión Española,Ponderada,840,4
30218,Curicó Unido,Absoluta,840,6
30219,Curicó Unido,Ponderada,840,11
30220,Colo-Colo,Absoluta,840,16
30221,Colo-Colo,Ponderada,840,6
30222,Unión La Calera,Absoluta,840,2
30223,Unión La Calera,Ponderada,840,2
30224,Universidad de Concepción,Absoluta,840,15
30225,Universidad de Concepción,Ponderada,840,18
30226,Palestino,Absoluta,840,4
30227,Palestino,Ponderada,840,3
30228,Universidad de Chile,Absoluta,840,7
30229,Universidad de Chile,Ponderada,840,15
30230,Cobresal,Absoluta,840,14
30231,Cobresal,Ponderada,840,13
30232,Universidad Católica,Absoluta,840,1
30233,Universidad Católica,Ponderada,840,1
30234,Iquique,Absoluta,840,13
30235,Iquique,Ponderada,840,17
30236,La Serena,Absoluta,840,11
30237,La Serena,Ponderada,840,8
30238,Coquimbo Unido,Absoluta,840,17
30239,Coquimbo Unido,Ponderada,840,9
30240,Everton,Absoluta,841,6
30241,Everton,Ponderada,841,11
30242,O'Higgins,Absoluta,841,9
30243,O'Higgins,Ponderada,841,6
30244,Antofagasta,Absoluta,841,5
30245,Antofagasta,Ponderada,841,14
30246,Audax Italiano,Absoluta,841,13
30247,Audax Italiano,Ponderada,841,10
30248,Santiago Wanderers,Absoluta,841,12
30249,Santiago Wanderers,Ponderada,841,8
30250,Huachipato,Absoluta,841,10
30251,Huachipato,Ponderada,841,7
30252,Unión Española,Absoluta,841,3
30253,Unión Española,Ponderada,841,3
30254,Curicó Unido,Absoluta,841,7
30255,Curicó Unido,Ponderada,841,12
30256,Colo-Colo,Absoluta,841,16
30257,Colo-Colo,Ponderada,841,5
30258,Unión La Calera,Absoluta,841,1
30259,Unión La Calera,Ponderada,841,2
30260,Universidad de Concepción,Absoluta,841,11
30261,Universidad de Concepción,Ponderada,841,17
30262,Palestino,Absoluta,841,4
30263,Palestino,Ponderada,841,4
30264,Universidad de Chile,Absoluta,841,8
30265,Universidad de Chile,Ponderada,841,16
30266,Cobresal,Absoluta,841,14
30267,Cobresal,Ponderada,841,15
30268,Universidad Católica,Absoluta,841,2
30269,Universidad Católica,Ponderada,841,1
30270,Iquique,Absoluta,841,17
30271,Iquique,Ponderada,841,18
30272,La Serena,Absoluta,841,15
30273,La Serena,Ponderada,841,13
30274,Coquimbo Unido,Absoluta,841,18
30275,Coquimbo Unido,Ponderada,841,9
30276,Everton,Absoluta,842,10
30277,Everton,Ponderada,842,14
30278,O'Higgins,Absoluta,842,12
30279,O'Higgins,Ponderada,842,8
30280,Antofagasta,Absoluta,842,6
30281,Antofagasta,Ponderada,842,13
30282,Audax Italiano,Absoluta,842,15
30283,Audax Italiano,Ponderada,842,11
30284,Santiago Wanderers,Absoluta,842,9
30285,Santiago Wanderers,Ponderada,842,5
30286,Huachipato,Absoluta,842,7
30287,Huachipato,Ponderada,842,7
30288,Unión Española,Absoluta,842,3
30289,Unión Española,Ponderada,842,3
30290,Curicó Unido,Absoluta,842,13
30291,Curicó Unido,Ponderada,842,16
30292,Colo-Colo,Absoluta,842,17
30293,Colo-Colo,Ponderada,842,6
30294,Unión La Calera,Absoluta,842,1
30295,Unión La Calera,Ponderada,842,2
30296,Universidad de Concepción,Absoluta,842,11
30297,Universidad de Concepción,Ponderada,842,18
30298,Palestino,Absoluta,842,5
30299,Palestino,Ponderada,842,4
30300,Universidad de Chile,Absoluta,842,4
30301,Universidad de Chile,Ponderada,842,15
30302,Cobresal,Absoluta,842,8
30303,Cobresal,Ponderada,842,9
