,n_sim,PenPon,AntAbs,Des1,Des2,PenAbs
335,1014,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
336,1015,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
337,1017,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
338,1018,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
339,1020,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
340,1023,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
341,1025,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
342,1027,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
343,1029,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
344,1037,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
345,1038,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
346,1045,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
347,1047,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
348,1051,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
349,1053,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
350,1054,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
351,1055,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
352,1056,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
353,1057,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
354,1059,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
355,1060,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
356,1064,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
357,1069,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
358,1072,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
359,1075,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
360,1077,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
361,1078,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
362,1079,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
363,1083,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
364,1089,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
365,1092,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
366,1094,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
367,1095,Universidad de Chile,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
368,1103,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
369,1105,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
370,1107,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
371,1110,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
372,1113,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
373,1114,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
374,1115,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
375,1120,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
376,1122,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
377,1123,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
378,1124,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
379,1126,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
380,1137,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
381,1141,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
382,1142,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
383,1145,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
384,1147,Universidad de Chile,Coquimbo Unido,Audax Italiano,Iquique,Iquique
385,1149,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
386,1152,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
387,1153,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
388,1155,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
389,1161,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
390,1162,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
391,1170,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
392,1171,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
393,1175,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
394,1177,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
395,1183,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
396,1185,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
397,1195,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
398,1196,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
399,1199,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
400,1200,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
401,1202,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
402,1204,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
403,1206,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
404,1207,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
405,1208,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
406,1213,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
407,1216,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
408,1218,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
409,1221,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
410,1224,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
411,1225,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
412,1226,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
413,1231,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
414,1232,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
415,1237,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
416,1238,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
417,1239,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
418,1240,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
419,1241,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
420,1242,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
421,1246,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
422,1248,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
423,1249,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
424,1251,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
425,1253,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
426,1257,Iquique,Iquique,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
427,1267,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
428,1268,Universidad de Chile,Audax Italiano,Coquimbo Unido,Iquique,Iquique
429,1270,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
430,1272,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
431,1274,Universidad de Concepción,Coquimbo Unido,Audax Italiano,Iquique,Iquique
432,1277,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
433,1279,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
434,1283,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
435,1285,Iquique,Coquimbo Unido,Audax Italiano,Universidad de Concepción,Universidad de Concepción
436,1286,Universidad de Concepción,La Serena,Colo-Colo,Iquique,Iquique
437,1287,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
438,1295,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
439,1298,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
440,1303,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
441,1307,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
442,1309,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
443,1310,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
444,1315,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
445,1316,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
446,1320,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
447,1328,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
448,1332,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
449,1335,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
450,1338,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
451,1340,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
452,1354,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
453,1363,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
454,1365,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
455,1366,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
456,1371,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
457,1373,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
458,1374,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
459,1376,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
460,1378,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
461,1381,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
462,1386,Universidad de Concepción,Cobresal,Colo-Colo,Iquique,Iquique
463,1388,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
464,1390,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
465,1392,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
466,1394,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
467,1395,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
468,1396,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
469,1398,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
470,1399,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
471,1402,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
472,1403,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
473,1405,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
474,1406,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
475,1411,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
476,1414,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
477,1416,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
478,1418,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
479,1423,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
480,1426,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
481,1429,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
482,1431,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
483,1435,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
484,1436,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
485,1437,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
486,1447,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
487,1452,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
488,1454,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
489,1459,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
490,1461,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
491,1462,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
492,1466,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
493,1467,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
494,1468,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
495,1474,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
496,1476,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
497,1486,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
498,1491,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
499,1495,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
500,1500,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
501,1502,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
502,1503,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
503,1506,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
504,1507,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
505,1508,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
506,1511,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
507,1514,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
508,1517,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
509,1519,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
510,1521,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
511,1524,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
512,1526,Iquique,Audax Italiano,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
513,1530,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
514,1533,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
515,1534,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
516,1543,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
517,1546,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
518,1549,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
519,1550,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
520,1556,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
521,1562,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
522,1564,Universidad de Chile,Cobresal,Coquimbo Unido,Iquique,Iquique
523,1571,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
524,1574,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
525,1575,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
526,1577,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
527,1579,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
528,1581,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
529,1582,Iquique,Iquique,Colo-Colo,Universidad de Concepción,Universidad de Concepción
530,1583,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
531,1589,Universidad de Concepción,Universidad de Concepción,Coquimbo Unido,Iquique,Iquique
532,1590,Universidad de Concepción,Cobresal,Coquimbo Unido,Iquique,Iquique
533,1592,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
534,1594,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
535,1598,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
536,1599,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
537,1602,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
538,1603,Universidad de Concepción,Santiago Wanderers,Coquimbo Unido,Iquique,Iquique
539,1606,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
540,1608,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
541,1610,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
542,1612,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
543,1622,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
544,1623,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
545,1624,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
546,1627,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
547,1629,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
548,1631,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
549,1633,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
550,1646,Universidad de Chile,La Serena,Coquimbo Unido,Iquique,Iquique
551,1647,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
552,1651,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
553,1658,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
554,1659,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
555,1660,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
556,1661,Universidad de Chile,Colo-Colo,Coquimbo Unido,Iquique,Iquique
557,1662,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
558,1663,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
559,1664,Universidad de Concepción,La Serena,Coquimbo Unido,Iquique,Iquique
560,1666,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
561,1667,Universidad de Concepción,Audax Italiano,Colo-Colo,Iquique,Iquique
562,1668,Universidad de Concepción,Coquimbo Unido,Colo-Colo,Iquique,Iquique
563,1669,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
564,1677,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
565,1680,Universidad de Concepción,Colo-Colo,Coquimbo Unido,Iquique,Iquique
566,1688,Universidad de Concepción,Universidad de Concepción,Colo-Colo,Iquique,Iquique
567,1689,Iquique,La Serena,Coquimbo Unido,Universidad de Concepción,Universidad de Concepción
568,1690,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
569,1691,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
570,1695,Universidad de Concepción,Audax Italiano,Coquimbo Unido,Iquique,Iquique
